,season,Player,Pos,Age,team,PTS,AST,BLK,TOV,STL,ORB,DRB,MP,G,GS,PF,FTA,FGA,3PA,3P,FG,FT,PER,WS,ppg,ast_pg,blk_pg,tov_pg,stl_pg,reb_pg,min_pg,FG%,FT%,3P%,salary
2467,2011-2012,Dirk Nowitzki,PF,33.0,DAL,1342.0,136.0,30.0,117.0,42.0,46.0,372.0,2079.0,62.0,62.0,129.0,355.0,1034.0,212.0,78.0,473.0,318.0,21.7,7.6,21.64516129032258,2.193548387096774,0.4838709677419355,1.8870967741935485,0.6774193548387096,6.741935483870968,33.53225806451613,0.4574468085106383,0.895774647887324,0.36792452830188677,19.092873
2468,2011-2012,Andres Nocioni,SF,32.0,PHI,17.0,1.0,1.0,5.0,1.0,1.0,13.0,56.0,11.0,1.0,4.0,11.0,20.0,6.0,1.0,5.0,6.0,1.8,-0.2,1.5454545454545454,0.09090909090909091,0.09090909090909091,0.45454545454545453,0.09090909090909091,1.2727272727272727,5.090909090909091,0.25,0.5454545454545454,0.16666666666666666,6.65
2469,2011-2012,Joakim Noah,C,26.0,CHI,652.0,160.0,92.0,92.0,41.0,242.0,387.0,1945.0,64.0,64.0,162.0,206.0,490.0,1.0,0.0,249.0,154.0,19.6,9.0,10.1875,2.5,1.4375,1.4375,0.640625,9.828125,30.390625,0.5081632653061224,0.7475728155339806,0.0,12.0
2470,2011-2012,Jameer Nelson,PG,29.0,ORL,676.0,325.0,5.0,135.0,38.0,29.0,152.0,1706.0,57.0,57.0,130.0,88.0,606.0,231.0,87.0,259.0,71.0,14.6,3.5,11.859649122807017,5.701754385964913,0.08771929824561403,2.3684210526315788,0.6666666666666666,3.175438596491228,29.92982456140351,0.4273927392739274,0.8068181818181818,0.37662337662337664,8.6
2471,2011-2012,Gary Neal,SG,27.0,SAS,557.0,117.0,2.0,60.0,27.0,12.0,106.0,1206.0,56.0,7.0,75.0,64.0,486.0,198.0,83.0,212.0,50.0,14.2,2.5,9.946428571428571,2.0892857142857144,0.03571428571428571,1.0714285714285714,0.48214285714285715,2.107142857142857,21.535714285714285,0.43621399176954734,0.78125,0.41919191919191917,0.854389
2472,2011-2012,Steve Nash,PG,37.0,PHO,772.0,664.0,8.0,229.0,38.0,26.0,160.0,1961.0,62.0,62.0,53.0,142.0,555.0,141.0,55.0,295.0,127.0,20.3,5.9,12.451612903225806,10.709677419354838,0.12903225806451613,3.693548387096774,0.6129032258064516,3.0,31.629032258064516,0.5315315315315315,0.8943661971830986,0.3900709219858156,11.689062
2473,2011-2012,Eduardo Najera,PF,35.0,CHA,58.0,12.0,4.0,7.0,19.0,11.0,39.0,270.0,22.0,0.0,40.0,4.0,64.0,29.0,8.0,24.0,2.0,9.3,0.2,2.6363636363636362,0.5454545454545454,0.18181818181818182,0.3181818181818182,0.8636363636363636,2.272727272727273,12.272727272727273,0.375,0.5,0.27586206896551724,2.75
2474,2011-2012,Byron Mullens,C,22.0,CHA,606.0,57.0,52.0,74.0,21.0,96.0,231.0,1465.0,65.0,25.0,137.0,112.0,591.0,51.0,12.0,251.0,92.0,13.0,0.2,9.323076923076924,0.8769230769230769,0.8,1.1384615384615384,0.3230769230769231,5.030769230769231,22.53846153846154,0.42470389170896783,0.8214285714285714,0.23529411764705882,1.2882
2475,2011-2012,Timofey Mozgov,C,25.0,DEN,239.0,22.0,42.0,53.0,15.0,53.0,126.0,687.0,44.0,35.0,86.0,57.0,190.0,0.0,0.0,100.0,39.0,13.2,1.1,5.431818181818182,0.5,0.9545454545454546,1.2045454545454546,0.3409090909090909,4.068181818181818,15.613636363636363,0.5263157894736842,0.6842105263157895,,3.343896
2476,2011-2012,Marcus Morris,PF,22.0,HOU,40.0,3.0,2.0,4.0,2.0,5.0,11.0,126.0,17.0,0.0,12.0,8.0,54.0,17.0,2.0,16.0,6.0,3.8,-0.2,2.3529411764705883,0.17647058823529413,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.9411764705882353,7.411764705882353,0.2962962962962963,0.75,0.11764705882352941,1.82328
2477,2011-2012,Kenyon Martin,PF,34.0,LAC,217.0,18.0,43.0,32.0,44.0,49.0,132.0,940.0,42.0,0.0,103.0,54.0,220.0,13.0,3.0,97.0,20.0,9.9,0.9,5.166666666666667,0.42857142857142855,1.0238095238095237,0.7619047619047619,1.0476190476190477,4.309523809523809,22.38095238095238,0.4409090909090909,0.37037037037037035,0.23076923076923078,2.5
2478,2011-2012,Cartier Martin,SF,27.0,WAS,158.0,10.0,2.0,13.0,11.0,12.0,46.0,391.0,17.0,2.0,35.0,19.0,134.0,75.0,29.0,59.0,11.0,12.8,0.7,9.294117647058824,0.5882352941176471,0.11764705882352941,0.7647058823529411,0.6470588235294118,3.411764705882353,23.0,0.44029850746268656,0.5789473684210527,0.38666666666666666,0.199816
2479,2011-2012,Shawn Marion,SF,33.0,DAL,670.0,132.0,36.0,98.0,67.0,145.0,320.0,1919.0,63.0,63.0,87.0,93.0,646.0,68.0,20.0,288.0,74.0,15.0,3.7,10.634920634920634,2.0952380952380953,0.5714285714285714,1.5555555555555556,1.0634920634920635,7.380952380952381,30.46031746031746,0.4458204334365325,0.7956989247311828,0.29411764705882354,8.022449
2480,2011-2012,Jason Kidd,PG,38.0,DAL,299.0,264.0,10.0,91.0,82.0,15.0,183.0,1379.0,48.0,48.0,83.0,28.0,273.0,223.0,79.0,99.0,22.0,13.1,3.0,6.229166666666667,5.5,0.20833333333333334,1.8958333333333333,1.7083333333333333,4.125,28.729166666666668,0.3626373626373626,0.7857142857142857,0.3542600896860987,10.121
2481,2011-2012,D.J. Kennedy,SF,22.0,CLE,12.0,3.0,0.0,3.0,2.0,1.0,6.0,59.0,2.0,0.0,7.0,2.0,12.0,4.0,2.0,5.0,0.0,4.7,0.0,6.0,1.5,0.0,1.5,1.0,3.5,29.5,0.4166666666666667,0.0,0.5,0.022916
2482,2011-2012,Enes Kanter,C,19.0,UTA,304.0,8.0,23.0,54.0,18.0,107.0,171.0,874.0,66.0,0.0,87.0,105.0,236.0,1.0,0.0,117.0,70.0,14.5,1.7,4.606060606060606,0.12121212121212122,0.3484848484848485,0.8181818181818182,0.2727272727272727,4.212121212121212,13.242424242424242,0.4957627118644068,0.6666666666666666,0.0,4.31928
2483,2011-2012,Chris Kaman,C,29.0,NOH,616.0,101.0,77.0,129.0,25.0,89.0,275.0,1372.0,47.0,33.0,106.0,107.0,597.0,0.0,0.0,266.0,84.0,15.3,0.7,13.106382978723405,2.148936170212766,1.6382978723404256,2.74468085106383,0.5319148936170213,7.74468085106383,29.19148936170213,0.4455611390284757,0.7850467289719626,,14.03
2484,2011-2012,Cory Joseph,PG,20.0,SAS,58.0,34.0,3.0,12.0,7.0,5.0,20.0,266.0,29.0,1.0,16.0,17.0,70.0,15.0,3.0,22.0,11.0,6.9,0.0,2.0,1.1724137931034482,0.10344827586206896,0.41379310344827586,0.2413793103448276,0.8620689655172413,9.172413793103448,0.3142857142857143,0.6470588235294118,0.2,1.07472
2485,2011-2012,DeAndre Jordan,C,23.0,LAC,486.0,17.0,134.0,74.0,30.0,202.0,344.0,1798.0,66.0,66.0,189.0,141.0,326.0,1.0,0.0,206.0,74.0,16.4,5.6,7.363636363636363,0.25757575757575757,2.0303030303030303,1.121212121212121,0.45454545454545453,8.272727272727273,27.242424242424242,0.6319018404907976,0.524822695035461,0.0,10.079404
2486,2011-2012,James Jones,SG,31.0,MIA,185.0,19.0,9.0,10.0,17.0,6.0,43.0,666.0,51.0,10.0,45.0,30.0,150.0,114.0,46.0,57.0,25.0,9.7,1.7,3.627450980392157,0.37254901960784315,0.17647058823529413,0.19607843137254902,0.3333333333333333,0.9607843137254902,13.058823529411764,0.38,0.8333333333333334,0.40350877192982454,1.5
2487,2011-2012,Dominique Jones,SG,23.0,DAL,88.0,42.0,5.0,28.0,10.0,9.0,35.0,268.0,33.0,1.0,28.0,37.0,73.0,8.0,1.0,29.0,29.0,11.8,0.2,2.6666666666666665,1.2727272727272727,0.15151515151515152,0.8484848484848485,0.30303030303030304,1.3333333333333333,8.121212121212121,0.3972602739726027,0.7837837837837838,0.125,1.19328
2488,2011-2012,Dahntay Jones,SF,31.0,IND,346.0,63.0,11.0,46.0,23.0,23.0,94.0,1052.0,65.0,3.0,119.0,99.0,281.0,77.0,33.0,115.0,83.0,10.3,2.0,5.323076923076923,0.9692307692307692,0.16923076923076924,0.7076923076923077,0.35384615384615387,1.8,16.184615384615384,0.4092526690391459,0.8383838383838383,0.42857142857142855,2.7
2489,2011-2012,Wesley Johnson,SF,24.0,MIN,393.0,59.0,48.0,60.0,35.0,24.0,153.0,1469.0,65.0,64.0,115.0,34.0,397.0,169.0,53.0,158.0,24.0,8.0,0.6,6.046153846153846,0.9076923076923077,0.7384615384615385,0.9230769230769231,0.5384615384615384,2.723076923076923,22.6,0.3979848866498741,0.7058823529411765,0.3136094674556213,4.00608
2490,2011-2012,Trey Johnson,SG,27.0,NOH,21.0,4.0,0.0,5.0,1.0,3.0,9.0,61.0,11.0,0.0,10.0,5.0,14.0,0.0,0.0,8.0,5.0,11.8,0.1,1.9090909090909092,0.36363636363636365,0.0,0.45454545454545453,0.09090909090909091,1.0909090909090908,5.545454545454546,0.5714285714285714,1.0,,0.854389
2491,2011-2012,Joe Johnson,SG,30.0,ATL,1129.0,232.0,13.0,116.0,48.0,53.0,168.0,2127.0,60.0,60.0,75.0,186.0,931.0,322.0,125.0,423.0,158.0,18.4,6.4,18.816666666666666,3.8666666666666667,0.21666666666666667,1.9333333333333333,0.8,3.683333333333333,35.45,0.45435016111707843,0.8494623655913979,0.38819875776397517,18.038573
2492,2011-2012,James Johnson,SF,24.0,TOR,566.0,122.0,84.0,101.0,71.0,74.0,218.0,1561.0,62.0,40.0,177.0,115.0,518.0,60.0,19.0,233.0,81.0,14.5,2.6,9.129032258064516,1.967741935483871,1.3548387096774193,1.6290322580645162,1.1451612903225807,4.709677419354839,25.177419354838708,0.4498069498069498,0.7043478260869566,0.31666666666666665,2.812006
2493,2011-2012,JaJuan Johnson,PF,22.0,BOS,114.0,6.0,14.0,14.0,5.0,20.0,38.0,298.0,36.0,0.0,25.0,9.0,121.0,0.0,0.0,54.0,6.0,11.4,0.2,3.1666666666666665,0.16666666666666666,0.3888888888888889,0.3888888888888889,0.1388888888888889,1.6111111111111112,8.277777777777779,0.4462809917355372,0.6666666666666666,,1.04232
2494,2011-2012,Carldell Johnson,PG,29.0,NOH,27.0,22.0,0.0,7.0,8.0,1.0,8.0,119.0,15.0,0.0,11.0,3.0,35.0,15.0,4.0,11.0,1.0,8.9,0.0,1.8,1.4666666666666666,0.0,0.4666666666666667,0.5333333333333333,0.6,7.933333333333334,0.3142857142857143,0.3333333333333333,0.26666666666666666,0.473604
2495,2011-2012,Amir Johnson,PF,24.0,TOR,452.0,79.0,69.0,94.0,33.0,149.0,259.0,1553.0,64.0,43.0,209.0,84.0,340.0,5.0,2.0,196.0,58.0,14.4,4.0,7.0625,1.234375,1.078125,1.46875,0.515625,6.375,24.265625,0.5764705882352941,0.6904761904761905,0.4,6.0
2496,2011-2012,Yi Jianlian,PF,24.0,DAL,79.0,5.0,8.0,14.0,7.0,12.0,37.0,203.0,30.0,0.0,23.0,21.0,82.0,10.0,3.0,31.0,14.0,10.4,0.0,2.6333333333333333,0.16666666666666666,0.26666666666666666,0.4666666666666667,0.23333333333333334,1.6333333333333333,6.766666666666667,0.3780487804878049,0.6666666666666666,0.3,0.771706
2497,2011-2012,Jonas Jerebko,PF,24.0,DET,556.0,43.0,21.0,66.0,41.0,96.0,212.0,1468.0,64.0,13.0,162.0,124.0,453.0,106.0,32.0,212.0,100.0,14.2,3.3,8.6875,0.671875,0.328125,1.03125,0.640625,4.8125,22.9375,0.46799116997792495,0.8064516129032258,0.3018867924528302,4.5
2498,2011-2012,Linas Kleiza,SF,27.0,TOR,473.0,46.0,4.0,64.0,23.0,42.0,157.0,1057.0,49.0,3.0,119.0,100.0,410.0,179.0,62.0,165.0,81.0,12.4,1.5,9.653061224489797,0.9387755102040817,0.08163265306122448,1.3061224489795917,0.46938775510204084,4.061224489795919,21.571428571428573,0.4024390243902439,0.81,0.3463687150837989,4.6
2499,2011-2012,Brandon Knight,PG,20.0,DET,847.0,251.0,10.0,171.0,49.0,33.0,178.0,2129.0,66.0,60.0,154.0,137.0,769.0,276.0,105.0,319.0,104.0,11.7,1.3,12.833333333333334,3.803030303030303,0.15151515151515152,2.590909090909091,0.7424242424242424,3.196969696969697,32.25757575757576,0.41482444733420026,0.7591240875912408,0.3804347826086957,2.56332
2500,2011-2012,Kosta Koufos,C,22.0,DEN,263.0,15.0,41.0,33.0,24.0,95.0,163.0,792.0,48.0,24.0,96.0,55.0,192.0,0.0,0.0,115.0,33.0,17.3,2.7,5.479166666666667,0.3125,0.8541666666666666,0.6875,0.5,5.375,16.5,0.5989583333333334,0.6,,2.203792
2501,2011-2012,Ian Mahinmi,C,25.0,DAL,354.0,12.0,31.0,50.0,38.0,108.0,181.0,1139.0,61.0,12.0,176.0,147.0,238.0,1.0,0.0,130.0,94.0,13.5,3.4,5.80327868852459,0.19672131147540983,0.5081967213114754,0.819672131147541,0.6229508196721312,4.737704918032787,18.672131147540984,0.5462184873949579,0.6394557823129252,0.0,0.915852
2502,2011-2012,Corey Maggette,SF,32.0,CHA,480.0,39.0,1.0,59.0,23.0,21.0,104.0,881.0,32.0,28.0,83.0,208.0,373.0,66.0,24.0,139.0,178.0,14.1,0.7,15.0,1.21875,0.03125,1.84375,0.71875,3.90625,27.53125,0.3726541554959786,0.8557692307692307,0.36363636363636365,10.262069
2503,2011-2012,Shelvin Mack,PG,21.0,WAS,230.0,131.0,2.0,48.0,28.0,12.0,80.0,779.0,64.0,0.0,50.0,59.0,220.0,42.0,12.0,88.0,42.0,11.9,0.7,3.59375,2.046875,0.03125,0.75,0.4375,1.4375,12.171875,0.4,0.711864406779661,0.2857142857142857,0.473604
2504,2011-2012,Kyle Lowry,PG,25.0,HOU,670.0,310.0,14.0,130.0,73.0,37.0,176.0,1510.0,47.0,38.0,133.0,198.0,513.0,211.0,79.0,210.0,171.0,18.8,4.9,14.25531914893617,6.595744680851064,0.2978723404255319,2.765957446808511,1.553191489361702,4.531914893617022,32.12765957446808,0.4093567251461988,0.8636363636363636,0.3744075829383886,5.75
2505,2011-2012,Kevin Love,PF,23.0,MIN,1432.0,111.0,28.0,128.0,47.0,226.0,508.0,2145.0,55.0,55.0,152.0,460.0,1059.0,282.0,105.0,474.0,379.0,25.4,10.0,26.036363636363635,2.018181818181818,0.509090909090909,2.327272727272727,0.8545454545454545,13.345454545454546,39.0,0.4475920679886686,0.8239130434782609,0.3723404255319149,4.609701
2506,2011-2012,Robin Lopez,C,23.0,PHO,348.0,20.0,60.0,43.0,18.0,90.0,119.0,895.0,64.0,0.0,128.0,140.0,269.0,0.0,0.0,124.0,100.0,15.2,2.1,5.4375,0.3125,0.9375,0.671875,0.28125,3.265625,13.984375,0.46096654275092935,0.7142857142857143,,2.862602
2507,2011-2012,Brook Lopez,C,23.0,NJN,96.0,6.0,4.0,6.0,1.0,8.0,10.0,136.0,5.0,5.0,8.0,32.0,77.0,0.0,0.0,38.0,20.0,21.9,0.3,19.2,1.2,0.8,1.2,0.2,3.6,27.2,0.4935064935064935,0.625,,3.076983
2508,2011-2012,Jannero Pargo,PG,32.0,ATL,282.0,96.0,2.0,49.0,20.0,9.0,64.0,671.0,50.0,0.0,64.0,20.0,253.0,138.0,53.0,105.0,19.0,13.6,1.3,5.64,1.92,0.04,0.98,0.4,1.46,13.42,0.4150197628458498,0.95,0.38405797101449274,0.854389
2509,2011-2012,Shaun Livingston,SG,26.0,MIL,318.0,122.0,20.0,66.0,27.0,39.0,84.0,1092.0,58.0,27.0,79.0,79.0,271.0,3.0,2.0,127.0,62.0,11.0,1.3,5.482758620689655,2.103448275862069,0.3448275862068966,1.1379310344827587,0.46551724137931033,2.1206896551724137,18.82758620689655,0.46863468634686345,0.7848101265822784,0.6666666666666666,3.5
2510,2011-2012,Rashard Lewis,SF,32.0,WAS,217.0,27.0,10.0,32.0,23.0,34.0,75.0,729.0,28.0,15.0,49.0,37.0,221.0,67.0,16.0,85.0,31.0,9.3,0.3,7.75,0.9642857142857143,0.35714285714285715,1.1428571428571428,0.8214285714285714,3.892857142857143,26.035714285714285,0.38461538461538464,0.8378378378378378,0.23880597014925373,21.136631
2511,2011-2012,Jon Leuer,PF,22.0,MIL,218.0,25.0,17.0,18.0,14.0,45.0,75.0,555.0,46.0,12.0,67.0,28.0,191.0,9.0,3.0,97.0,21.0,15.3,1.4,4.739130434782608,0.5434782608695652,0.3695652173913043,0.391304347826087,0.30434782608695654,2.608695652173913,12.065217391304348,0.5078534031413613,0.75,0.3333333333333333,0.473604
2512,2011-2012,Travis Leslie,SG,21.0,LAC,14.0,5.0,2.0,2.0,2.0,6.0,3.0,45.0,10.0,0.0,4.0,9.0,14.0,0.0,0.0,5.0,4.0,14.6,0.1,1.4,0.5,0.2,0.2,0.2,0.9,4.5,0.35714285714285715,0.4444444444444444,,0.5
2513,2011-2012,Kawhi Leonard,SF,20.0,SAS,507.0,70.0,24.0,44.0,85.0,104.0,223.0,1534.0,64.0,39.0,88.0,88.0,404.0,109.0,41.0,199.0,68.0,16.6,5.5,7.921875,1.09375,0.375,0.6875,1.328125,5.109375,23.96875,0.49257425742574257,0.7727272727272727,0.3761467889908257,1.80984
2514,2011-2012,Malcolm Lee,SG,21.0,MIN,62.0,31.0,4.0,17.0,8.0,9.0,17.0,243.0,19.0,0.0,22.0,17.0,59.0,10.0,2.0,23.0,14.0,9.3,0.1,3.263157894736842,1.631578947368421,0.21052631578947367,0.8947368421052632,0.42105263157894735,1.368421052631579,12.789473684210526,0.3898305084745763,0.8235294117647058,0.2,0.5
2515,2011-2012,David Lee,PF,28.0,GSW,1147.0,162.0,22.0,149.0,54.0,171.0,374.0,2121.0,57.0,57.0,179.0,280.0,922.0,5.0,0.0,464.0,219.0,19.7,5.0,20.12280701754386,2.8421052631578947,0.38596491228070173,2.6140350877192984,0.9473684210526315,9.56140350877193,37.21052631578947,0.5032537960954447,0.7821428571428571,0.0,11.61
2516,2011-2012,Courtney Lee,SG,26.0,HOU,660.0,88.0,22.0,64.0,68.0,26.0,133.0,1757.0,58.0,26.0,106.0,86.0,580.0,217.0,87.0,251.0,71.0,12.6,3.2,11.379310344827585,1.5172413793103448,0.3793103448275862,1.103448275862069,1.1724137931034482,2.7413793103448274,30.29310344827586,0.43275862068965515,0.8255813953488372,0.4009216589861751,2.225093
2517,2011-2012,Ty Lawson,PG,24.0,DEN,999.0,401.0,6.0,149.0,82.0,54.0,173.0,2124.0,61.0,61.0,94.0,216.0,767.0,200.0,73.0,374.0,178.0,19.4,6.9,16.37704918032787,6.573770491803279,0.09836065573770492,2.442622950819672,1.3442622950819672,3.721311475409836,34.81967213114754,0.4876140808344198,0.8240740740740741,0.365,1.65444
2518,2011-2012,Carl Landry,PF,28.0,NOH,511.0,38.0,12.0,64.0,13.0,78.0,136.0,999.0,41.0,8.0,89.0,184.0,362.0,3.0,0.0,182.0,147.0,18.2,2.9,12.463414634146341,0.926829268292683,0.2926829268292683,1.5609756097560976,0.3170731707317073,5.219512195121951,24.365853658536587,0.5027624309392266,0.7989130434782609,0.0,8.5
2519,2011-2012,Jeremy Pargo,PG,25.0,MEM,126.0,55.0,0.0,46.0,15.0,12.0,25.0,424.0,44.0,5.0,46.0,27.0,150.0,38.0,10.0,50.0,16.0,4.4,-0.8,2.8636363636363638,1.25,0.0,1.0454545454545454,0.3409090909090909,0.8409090909090909,9.636363636363637,0.3333333333333333,0.5925925925925926,0.2631578947368421,1.0
2520,2011-2012,Anthony Parker,SF,36.0,CLE,367.0,120.0,7.0,50.0,38.0,10.0,128.0,1280.0,51.0,51.0,65.0,56.0,326.0,138.0,50.0,141.0,35.0,10.9,1.4,7.196078431372549,2.3529411764705883,0.13725490196078433,0.9803921568627451,0.7450980392156863,2.7058823529411766,25.098039215686274,0.4325153374233129,0.625,0.36231884057971014,2.25
2521,2011-2012,Tony Parker,PG,29.0,SAS,1095.0,463.0,5.0,153.0,57.0,22.0,149.0,1923.0,60.0,60.0,75.0,284.0,890.0,61.0,14.0,427.0,227.0,22.0,7.1,18.25,7.716666666666667,0.08333333333333333,2.55,0.95,2.85,32.05,0.4797752808988764,0.7992957746478874,0.22950819672131148,12.5
2522,2011-2012,Klay Thompson,SG,21.0,GSW,826.0,133.0,20.0,103.0,49.0,24.0,137.0,1608.0,66.0,29.0,155.0,91.0,718.0,268.0,111.0,318.0,79.0,14.9,1.7,12.515151515151516,2.015151515151515,0.30303030303030304,1.5606060606060606,0.7424242424242424,2.4393939393939394,24.363636363636363,0.4428969359331476,0.8681318681318682,0.4141791044776119,2.12652
2523,2011-2012,Jason Thompson,PF,25.0,SAC,583.0,79.0,44.0,68.0,43.0,166.0,277.0,1657.0,64.0,47.0,149.0,181.0,443.0,2.0,0.0,237.0,109.0,16.4,3.9,9.109375,1.234375,0.6875,1.0625,0.671875,6.921875,25.890625,0.5349887133182845,0.6022099447513812,0.0,3.001284
2524,2011-2012,Trey Thompkins,C,21.0,LAC,57.0,3.0,3.0,6.0,3.0,4.0,20.0,119.0,24.0,0.0,10.0,7.0,61.0,13.0,4.0,24.0,5.0,12.0,0.0,2.375,0.125,0.125,0.25,0.125,1.0,4.958333333333333,0.39344262295081966,0.7142857142857143,0.3076923076923077,0.535
2525,2011-2012,Tyrus Thomas,PF,25.0,CHA,304.0,35.0,60.0,53.0,36.0,49.0,151.0,1013.0,54.0,30.0,144.0,83.0,327.0,3.0,1.0,120.0,63.0,9.0,-0.6,5.62962962962963,0.6481481481481481,1.1111111111111112,0.9814814814814815,0.6666666666666666,3.7037037037037037,18.75925925925926,0.3669724770642202,0.7590361445783133,0.3333333333333333,7.305785
2526,2011-2012,Lance Thomas,PF,23.0,NOH,166.0,12.0,7.0,24.0,10.0,49.0,77.0,630.0,42.0,10.0,78.0,62.0,126.0,1.0,0.0,57.0,52.0,10.1,1.2,3.9523809523809526,0.2857142857142857,0.16666666666666666,0.5714285714285714,0.23809523809523808,3.0,15.0,0.4523809523809524,0.8387096774193549,0.0,0.305551
2527,2011-2012,Kurt Thomas,C,39.0,POR,160.0,46.0,31.0,31.0,24.0,39.0,149.0,803.0,53.0,3.0,123.0,20.0,157.0,0.0,0.0,73.0,14.0,9.5,1.1,3.018867924528302,0.8679245283018868,0.5849056603773585,0.5849056603773585,0.4528301886792453,3.547169811320755,15.150943396226415,0.46496815286624205,0.7,,1.352181
2528,2011-2012,Jason Terry,SG,34.0,DAL,950.0,226.0,11.0,127.0,73.0,16.0,133.0,2000.0,63.0,1.0,69.0,111.0,830.0,365.0,138.0,357.0,98.0,15.7,3.8,15.079365079365079,3.5873015873015874,0.1746031746031746,2.015873015873016,1.1587301587301588,2.365079365079365,31.746031746031747,0.43012048192771085,0.8828828828828829,0.3780821917808219,11.158
2529,2011-2012,Sebastian Telfair,PG,26.0,PHO,368.0,138.0,12.0,68.0,41.0,20.0,71.0,895.0,60.0,1.0,120.0,67.0,342.0,105.0,33.0,141.0,53.0,13.2,1.1,6.133333333333334,2.3,0.2,1.1333333333333333,0.6833333333333333,1.5166666666666666,14.916666666666666,0.41228070175438597,0.7910447761194029,0.3142857142857143,1.5675
2530,2011-2012,Jeff Teague,PG,23.0,ATL,831.0,321.0,37.0,134.0,106.0,21.0,138.0,2183.0,66.0,66.0,145.0,185.0,672.0,149.0,51.0,320.0,140.0,15.8,6.0,12.590909090909092,4.863636363636363,0.5606060606060606,2.0303030303030303,1.606060606060606,2.409090909090909,33.07575757575758,0.47619047619047616,0.7567567567567568,0.3422818791946309,1.57992
2531,2011-2012,Rodney Stuckey,SG,25.0,DET,812.0,210.0,10.0,106.0,44.0,38.0,104.0,1644.0,55.0,48.0,124.0,320.0,597.0,104.0,33.0,256.0,267.0,17.6,4.5,14.763636363636364,3.8181818181818183,0.18181818181818182,1.9272727272727272,0.8,2.581818181818182,29.89090909090909,0.4288107202680067,0.834375,0.3173076923076923,8.5
2532,2011-2012,Amar'e Stoudemire,PF,29.0,NYK,823.0,52.0,45.0,112.0,38.0,106.0,261.0,1543.0,47.0,47.0,138.0,243.0,654.0,21.0,5.0,316.0,186.0,17.7,4.1,17.51063829787234,1.1063829787234043,0.9574468085106383,2.382978723404255,0.8085106382978723,7.808510638297872,32.829787234042556,0.4831804281345566,0.7654320987654321,0.23809523809523808,18.217705
2533,2011-2012,Greg Stiemsma,C,26.0,BOS,161.0,28.0,85.0,33.0,37.0,48.0,129.0,766.0,55.0,3.0,144.0,41.0,121.0,0.0,0.0,66.0,29.0,13.6,2.7,2.9272727272727272,0.509090909090909,1.5454545454545454,0.6,0.6727272727272727,3.2181818181818183,13.927272727272728,0.5454545454545454,0.7073170731707317,,0.762195
2534,2011-2012,DeShawn Stevenson,SF,30.0,NJN,148.0,41.0,4.0,19.0,19.0,7.0,94.0,960.0,51.0,30.0,59.0,16.0,172.0,145.0,41.0,49.0,9.0,4.3,-0.3,2.9019607843137254,0.803921568627451,0.0784313725490196,0.37254901960784315,0.37254901960784315,1.9803921568627452,18.823529411764707,0.28488372093023256,0.5625,0.2827586206896552,2.5
2535,2011-2012,Lance Stephenson,SG,21.0,IND,106.0,46.0,5.0,36.0,21.0,12.0,41.0,442.0,42.0,1.0,30.0,17.0,125.0,30.0,4.0,47.0,8.0,7.0,-0.3,2.5238095238095237,1.0952380952380953,0.11904761904761904,0.8571428571428571,0.5,1.2619047619047619,10.523809523809524,0.376,0.47058823529411764,0.13333333333333333,0.81
2536,2011-2012,Tiago Splitter,C,27.0,SAS,549.0,65.0,47.0,87.0,21.0,93.0,213.0,1121.0,59.0,2.0,134.0,181.0,343.0,0.0,0.0,212.0,125.0,20.5,4.6,9.305084745762711,1.1016949152542372,0.7966101694915254,1.4745762711864407,0.3559322033898305,5.186440677966102,19.0,0.6180758017492711,0.6906077348066298,,3.944
2537,2011-2012,Marreese Speights,PF,24.0,MEM,526.0,48.0,29.0,74.0,21.0,133.0,241.0,1345.0,60.0,54.0,147.0,109.0,488.0,3.0,0.0,221.0,84.0,14.1,2.7,8.766666666666667,0.8,0.48333333333333334,1.2333333333333334,0.35,6.233333333333333,22.416666666666668,0.45286885245901637,0.7706422018348624,0.0,2.721255
2538,2011-2012,Tristan Thompson,PF,20.0,CLE,494.0,27.0,62.0,81.0,27.0,187.0,202.0,1424.0,60.0,25.0,134.0,192.0,442.0,2.0,0.0,194.0,106.0,13.3,1.1,8.233333333333333,0.45,1.0333333333333334,1.35,0.45,6.483333333333333,23.733333333333334,0.43891402714932126,0.5520833333333334,0.0,3.7266
2539,2011-2012,Marcus Thornton,SG,24.0,SAC,952.0,98.0,12.0,84.0,71.0,84.0,104.0,1780.0,51.0,51.0,111.0,163.0,803.0,310.0,107.0,352.0,141.0,17.4,3.8,18.666666666666668,1.9215686274509804,0.23529411764705882,1.6470588235294117,1.392156862745098,3.6862745098039214,34.90196078431372,0.4383561643835616,0.8650306748466258,0.34516129032258064,7.525
2540,2011-2012,Jamaal Tinsley,PG,33.0,UTA,137.0,123.0,8.0,52.0,17.0,6.0,39.0,507.0,37.0,1.0,47.0,17.0,141.0,37.0,10.0,57.0,13.0,10.9,0.1,3.7027027027027026,3.324324324324324,0.21621621621621623,1.4054054054054055,0.4594594594594595,1.2162162162162162,13.702702702702704,0.40425531914893614,0.7647058823529411,0.2702702702702703,1.352181
